;anio;mes;1.Dólar observado
269;2005;01;574.1195238095238
270;2005;02;573.5840000000001
271;2005;03;586.4827272727273
272;2005;04;580.4557142857143
273;2005;05;578.3090476190476
274;2005;06;585.4733333333334
275;2005;07;575.7661904761904
276;2005;08;546.6095454545455
277;2005;09;536.7004761904763
278;2005;10;535.4970000000001
279;2005;11;529.8814285714286
280;2005;12;514.3309523809525
