;anio;mes;1.Dólar observado
389;2015;01;620.9095238095239
390;2015;02;623.6175000000001
391;2015;03;628.5031818181818
392;2015;04;614.7276190476191
393;2015;05;607.5968421052631
394;2015;06;629.9947619047618
395;2015;07;650.1395454545454
396;2015;08;688.1157142857143
397;2015;09;691.7290476190476
398;2015;10;685.3142857142857
399;2015;11;704.002380952381
400;2015;12;704.238
