;anio;mes;1.Dólar observado
185;1998;01;453.38904761904763
186;1998;02;448.53100000000006
187;1998;03;452.53136363636366
188;1998;04;453.74333333333334
189;1998;05;453.4157894736842
190;1998;06;456.188
191;1998;07;464.64130434782606
192;1998;08;471.2552380952381
193;1998;09;470.4995
194;1998;10;463.60190476190473
195;1998;11;463.25619047619045
196;1998;12;472.387
