;anio;mes;1.Dólar observado
461;2021;01;723.5559999999999
462;2021;02;722.6265000000001
463;2021;03;726.3660869565217
464;2021;04;707.8452380952381
465;2021;05;712.2595
466;2021;06;726.5445
467;2021;07;750.4404761904761
468;2021;08;779.8281818181819
469;2021;09;783.6261904761906
470;2021;10;813.9505
471;2021;11;812.6247619047618
472;2021;12;849.1219047619048
