;anio;mes;1.Dólar observado
449;2020;01;772.6477272727273
450;2020;02;796.3795
451;2020;03;839.3754545454544
452;2020;04;853.3790476190476
453;2020;05;821.8052631578947
454;2020;06;793.7180952380953
455;2020;07;784.7290909090909
456;2020;08;784.6619047619048
457;2020;09;773.402380952381
458;2020;10;788.2671428571429
459;2020;11;762.884761904762
460;2020;12;734.733
