;anio;mes;1.Dólar observado
41;1986;01;184.7981818181818
42;1986;02;186.7415
43;1986;03;189.21949999999998
44;1986;04;189.19136363636363
45;1986;05;187.93
46;1986;06;188.78809523809525
47;1986;07;190.3582608695652
48;1986;08;194.4605
49;1986;09;198.32473684210527
50;1986;10;199.7317391304348
51;1986;11;201.9515
52;1986;12;203.6735
