;anio;mes;1.Dólar observado
53;1987;01;204.54476190476194
54;1987;02;206.0075
55;1987;03;207.81636363636363
56;1987;04;211.4925
57;1987;05;212.54105263157896
58;1987;06;218.17849999999999
59;1987;07;224.12608695652173
60;1987;08;224.58047619047616
61;1987;09;225.1485
62;1987;10;229.2733333333333
63;1987;11;233.8257142857143
64;1987;12;235.33649999999997
