;anio;mes;1.Dólar observado
473;2022;01;822.05
474;2022;02;807.068
475;2022;03;799.1873913043479
476;2022;04;815.123
477;2022;05;849.3900000000001
478;2022;06;857.7695
479;2022;07;953.7061904761906
480;2022;08;904.3522727272727
