;anio;mes;1.Dólar observado
5;1983;01;74.043
6;1983;02;76.38300000000001
7;1983;03;74.47652173913043
8;1983;04;73.686
9;1983;05;75.10136363636364
10;1983;06;77.03318181818182
11;1983;07;78.25095238095238
12;1983;08;79.54863636363636
13;1983;09;81.24285714285713
14;1983;10;83.34
15;1983;11;85.29095238095238
16;1983;12;87.06809523809524
