;anio;mes;1.Dólar observado
305;2008;01;480.8963636363636
306;2008;02;467.21714285714285
307;2008;03;442.942
308;2008;04;446.4336363636364
309;2008;05;470.1
310;2008;06;493.612380952381
311;2008;07;502.2413636363636
312;2008;08;516.702
313;2008;09;530.17
314;2008;10;618.3945454545454
315;2008;11;651.5055
316;2008;12;649.3165
