;anio;mes;1.Dólar observado
245;2003;01;722.4777272727273
246;2003;02;745.2135000000001
247;2003;03;743.2833333333334
248;2003;04;718.2533333333333
249;2003;05;703.58
250;2003;06;709.1845000000001
251;2003;07;701.1404347826086
252;2003;08;703.7725
253;2003;09;675.442
254;2003;10;646.0695652173913
255;2003;11;625.467
256;2003;12;602.9045
