;anio;mes;1.Dólar observado
425;2018;01;605.5286363636363
426;2018;02;596.839
427;2018;03;603.4452380952381
428;2018;04;600.547619047619
429;2018;05;626.1190476190476
430;2018;06;636.1461904761904
431;2018;07;652.4069999999999
432;2018;08;656.2509090909091
433;2018;09;680.9147058823529
434;2018;10;676.8409090909091
435;2018;11;677.612
436;2018;12;681.9868421052631
