;anio;mes;1.Dólar observado
437;2019;01;677.0618181818182
438;2019;02;656.3045
439;2019;03;667.6785714285714
440;2019;04;667.3990476190476
441;2019;05;692.0038095238095
442;2019;06;692.409
443;2019;07;686.0595454545454
444;2019;08;713.7033333333334
445;2019;09;718.4422222222222
446;2019;10;721.0322727272727
447;2019;11;776.53
448;2019;12;770.3905
