,Periodo,1.Dólar observado,fecha,hora,year,mes,dia
2191,1996-01-01 00:00:00,,1996-01-01,00:00:00,1996,01,01
2192,1996-01-02 00:00:00,406.91,1996-01-02,00:00:00,1996,01,02
2193,1996-01-03 00:00:00,405.53,1996-01-03,00:00:00,1996,01,03
2194,1996-01-04 00:00:00,404.76,1996-01-04,00:00:00,1996,01,04
2195,1996-01-05 00:00:00,407.33,1996-01-05,00:00:00,1996,01,05
2196,1996-01-06 00:00:00,,1996-01-06,00:00:00,1996,01,06
2197,1996-01-07 00:00:00,,1996-01-07,00:00:00,1996,01,07
2198,1996-01-08 00:00:00,406.16,1996-01-08,00:00:00,1996,01,08
2199,1996-01-09 00:00:00,406.43,1996-01-09,00:00:00,1996,01,09
2200,1996-01-10 00:00:00,407.54,1996-01-10,00:00:00,1996,01,10
2201,1996-01-11 00:00:00,407.71,1996-01-11,00:00:00,1996,01,11
2202,1996-01-12 00:00:00,406.63,1996-01-12,00:00:00,1996,01,12
2203,1996-01-13 00:00:00,,1996-01-13,00:00:00,1996,01,13
2204,1996-01-14 00:00:00,,1996-01-14,00:00:00,1996,01,14
2205,1996-01-15 00:00:00,405.77,1996-01-15,00:00:00,1996,01,15
2206,1996-01-16 00:00:00,405.95,1996-01-16,00:00:00,1996,01,16
2207,1996-01-17 00:00:00,407.12,1996-01-17,00:00:00,1996,01,17
2208,1996-01-18 00:00:00,408.06,1996-01-18,00:00:00,1996,01,18
2209,1996-01-19 00:00:00,408.7,1996-01-19,00:00:00,1996,01,19
2210,1996-01-20 00:00:00,,1996-01-20,00:00:00,1996,01,20
2211,1996-01-21 00:00:00,,1996-01-21,00:00:00,1996,01,21
2212,1996-01-22 00:00:00,409.59,1996-01-22,00:00:00,1996,01,22
2213,1996-01-23 00:00:00,411.94,1996-01-23,00:00:00,1996,01,23
2214,1996-01-24 00:00:00,410.68,1996-01-24,00:00:00,1996,01,24
2215,1996-01-25 00:00:00,410.92,1996-01-25,00:00:00,1996,01,25
2216,1996-01-26 00:00:00,410.4,1996-01-26,00:00:00,1996,01,26
2217,1996-01-27 00:00:00,,1996-01-27,00:00:00,1996,01,27
2218,1996-01-28 00:00:00,,1996-01-28,00:00:00,1996,01,28
2219,1996-01-29 00:00:00,412.95,1996-01-29,00:00:00,1996,01,29
2220,1996-01-30 00:00:00,413.86,1996-01-30,00:00:00,1996,01,30
2221,1996-01-31 00:00:00,412.76,1996-01-31,00:00:00,1996,01,31
2222,1996-02-01 00:00:00,412.29,1996-02-01,00:00:00,1996,02,01
2223,1996-02-02 00:00:00,410.93,1996-02-02,00:00:00,1996,02,02
2224,1996-02-03 00:00:00,,1996-02-03,00:00:00,1996,02,03
2225,1996-02-04 00:00:00,,1996-02-04,00:00:00,1996,02,04
2226,1996-02-05 00:00:00,409.77,1996-02-05,00:00:00,1996,02,05
2227,1996-02-06 00:00:00,409.49,1996-02-06,00:00:00,1996,02,06
2228,1996-02-07 00:00:00,409.98,1996-02-07,00:00:00,1996,02,07
2229,1996-02-08 00:00:00,411.38,1996-02-08,00:00:00,1996,02,08
2230,1996-02-09 00:00:00,410.08,1996-02-09,00:00:00,1996,02,09
2231,1996-02-10 00:00:00,,1996-02-10,00:00:00,1996,02,10
2232,1996-02-11 00:00:00,,1996-02-11,00:00:00,1996,02,11
2233,1996-02-12 00:00:00,409.48,1996-02-12,00:00:00,1996,02,12
2234,1996-02-13 00:00:00,409.34,1996-02-13,00:00:00,1996,02,13
2235,1996-02-14 00:00:00,409.8,1996-02-14,00:00:00,1996,02,14
2236,1996-02-15 00:00:00,410.14,1996-02-15,00:00:00,1996,02,15
2237,1996-02-16 00:00:00,410.19,1996-02-16,00:00:00,1996,02,16
2238,1996-02-17 00:00:00,,1996-02-17,00:00:00,1996,02,17
2239,1996-02-18 00:00:00,,1996-02-18,00:00:00,1996,02,18
2240,1996-02-19 00:00:00,411.44,1996-02-19,00:00:00,1996,02,19
2241,1996-02-20 00:00:00,410.6,1996-02-20,00:00:00,1996,02,20
2242,1996-02-21 00:00:00,411.76,1996-02-21,00:00:00,1996,02,21
2243,1996-02-22 00:00:00,412.34,1996-02-22,00:00:00,1996,02,22
2244,1996-02-23 00:00:00,412.11,1996-02-23,00:00:00,1996,02,23
2245,1996-02-24 00:00:00,,1996-02-24,00:00:00,1996,02,24
2246,1996-02-25 00:00:00,,1996-02-25,00:00:00,1996,02,25
2247,1996-02-26 00:00:00,412.34,1996-02-26,00:00:00,1996,02,26
2248,1996-02-27 00:00:00,412.18,1996-02-27,00:00:00,1996,02,27
2249,1996-02-28 00:00:00,412.11,1996-02-28,00:00:00,1996,02,28
2250,1996-02-29 00:00:00,412.53,1996-02-29,00:00:00,1996,02,29
2251,1996-03-01 00:00:00,412.58,1996-03-01,00:00:00,1996,03,01
2252,1996-03-02 00:00:00,,1996-03-02,00:00:00,1996,03,02
2253,1996-03-03 00:00:00,,1996-03-03,00:00:00,1996,03,03
2254,1996-03-04 00:00:00,412.28,1996-03-04,00:00:00,1996,03,04
2255,1996-03-05 00:00:00,411.13,1996-03-05,00:00:00,1996,03,05
2256,1996-03-06 00:00:00,411.1,1996-03-06,00:00:00,1996,03,06
2257,1996-03-07 00:00:00,411.07,1996-03-07,00:00:00,1996,03,07
2258,1996-03-08 00:00:00,410.5,1996-03-08,00:00:00,1996,03,08
2259,1996-03-09 00:00:00,,1996-03-09,00:00:00,1996,03,09
2260,1996-03-10 00:00:00,,1996-03-10,00:00:00,1996,03,10
2261,1996-03-11 00:00:00,410.97,1996-03-11,00:00:00,1996,03,11
2262,1996-03-12 00:00:00,411.54,1996-03-12,00:00:00,1996,03,12
2263,1996-03-13 00:00:00,411.29,1996-03-13,00:00:00,1996,03,13
2264,1996-03-14 00:00:00,410.71,1996-03-14,00:00:00,1996,03,14
2265,1996-03-15 00:00:00,410.92,1996-03-15,00:00:00,1996,03,15
2266,1996-03-16 00:00:00,,1996-03-16,00:00:00,1996,03,16
2267,1996-03-17 00:00:00,,1996-03-17,00:00:00,1996,03,17
2268,1996-03-18 00:00:00,411.53,1996-03-18,00:00:00,1996,03,18
2269,1996-03-19 00:00:00,411.94,1996-03-19,00:00:00,1996,03,19
2270,1996-03-20 00:00:00,412.36,1996-03-20,00:00:00,1996,03,20
2271,1996-03-21 00:00:00,411.97,1996-03-21,00:00:00,1996,03,21
2272,1996-03-22 00:00:00,411.55,1996-03-22,00:00:00,1996,03,22
2273,1996-03-23 00:00:00,,1996-03-23,00:00:00,1996,03,23
2274,1996-03-24 00:00:00,,1996-03-24,00:00:00,1996,03,24
2275,1996-03-25 00:00:00,411.75,1996-03-25,00:00:00,1996,03,25
2276,1996-03-26 00:00:00,411.68,1996-03-26,00:00:00,1996,03,26
2277,1996-03-27 00:00:00,411.9,1996-03-27,00:00:00,1996,03,27
2278,1996-03-28 00:00:00,412.07,1996-03-28,00:00:00,1996,03,28
2279,1996-03-29 00:00:00,411.64,1996-03-29,00:00:00,1996,03,29
2280,1996-03-30 00:00:00,,1996-03-30,00:00:00,1996,03,30
2281,1996-03-31 00:00:00,,1996-03-31,00:00:00,1996,03,31
2282,1996-04-01 00:00:00,411.64,1996-04-01,00:00:00,1996,04,01
2283,1996-04-02 00:00:00,411.43,1996-04-02,00:00:00,1996,04,02
2284,1996-04-03 00:00:00,410.78,1996-04-03,00:00:00,1996,04,03
2285,1996-04-04 00:00:00,409.94,1996-04-04,00:00:00,1996,04,04
2286,1996-04-05 00:00:00,,1996-04-05,00:00:00,1996,04,05
2287,1996-04-06 00:00:00,,1996-04-06,00:00:00,1996,04,06
2288,1996-04-07 00:00:00,,1996-04-07,00:00:00,1996,04,07
2289,1996-04-08 00:00:00,409.74,1996-04-08,00:00:00,1996,04,08
2290,1996-04-09 00:00:00,409.06,1996-04-09,00:00:00,1996,04,09
2291,1996-04-10 00:00:00,409.59,1996-04-10,00:00:00,1996,04,10
2292,1996-04-11 00:00:00,409.74,1996-04-11,00:00:00,1996,04,11
