,Periodo,1.Dólar observado,fecha,hora,year,mes,dia
876,1985-01-01 00:00:00,,1985-01-01,00:00:00,1985,01,01
877,1985-01-02 00:00:00,128.24,1985-01-02,00:00:00,1985,01,02
878,1985-01-03 00:00:00,128.45,1985-01-03,00:00:00,1985,01,03
879,1985-01-04 00:00:00,128.49,1985-01-04,00:00:00,1985,01,04
880,1985-01-05 00:00:00,,1985-01-05,00:00:00,1985,01,05
881,1985-01-06 00:00:00,,1985-01-06,00:00:00,1985,01,06
882,1985-01-07 00:00:00,128.54,1985-01-07,00:00:00,1985,01,07
883,1985-01-08 00:00:00,128.64,1985-01-08,00:00:00,1985,01,08
884,1985-01-09 00:00:00,128.61,1985-01-09,00:00:00,1985,01,09
885,1985-01-10 00:00:00,128.71,1985-01-10,00:00:00,1985,01,10
886,1985-01-11 00:00:00,128.75,1985-01-11,00:00:00,1985,01,11
887,1985-01-12 00:00:00,,1985-01-12,00:00:00,1985,01,12
888,1985-01-13 00:00:00,,1985-01-13,00:00:00,1985,01,13
889,1985-01-14 00:00:00,128.94,1985-01-14,00:00:00,1985,01,14
890,1985-01-15 00:00:00,128.93,1985-01-15,00:00:00,1985,01,15
891,1985-01-16 00:00:00,129.01,1985-01-16,00:00:00,1985,01,16
892,1985-01-17 00:00:00,129.11,1985-01-17,00:00:00,1985,01,17
893,1985-01-18 00:00:00,129.06,1985-01-18,00:00:00,1985,01,18
894,1985-01-19 00:00:00,,1985-01-19,00:00:00,1985,01,19
895,1985-01-20 00:00:00,,1985-01-20,00:00:00,1985,01,20
896,1985-01-21 00:00:00,129.04,1985-01-21,00:00:00,1985,01,21
897,1985-01-22 00:00:00,129.16,1985-01-22,00:00:00,1985,01,22
898,1985-01-23 00:00:00,129.27,1985-01-23,00:00:00,1985,01,23
899,1985-01-24 00:00:00,129.33,1985-01-24,00:00:00,1985,01,24
900,1985-01-25 00:00:00,129.42,1985-01-25,00:00:00,1985,01,25
901,1985-01-26 00:00:00,,1985-01-26,00:00:00,1985,01,26
902,1985-01-27 00:00:00,,1985-01-27,00:00:00,1985,01,27
903,1985-01-28 00:00:00,129.4,1985-01-28,00:00:00,1985,01,28
904,1985-01-29 00:00:00,129.41,1985-01-29,00:00:00,1985,01,29
905,1985-01-30 00:00:00,129.5,1985-01-30,00:00:00,1985,01,30
906,1985-01-31 00:00:00,129.57,1985-01-31,00:00:00,1985,01,31
907,1985-02-01 00:00:00,129.43,1985-02-01,00:00:00,1985,02,01
908,1985-02-02 00:00:00,,1985-02-02,00:00:00,1985,02,02
909,1985-02-03 00:00:00,,1985-02-03,00:00:00,1985,02,03
910,1985-02-04 00:00:00,129.5,1985-02-04,00:00:00,1985,02,04
911,1985-02-05 00:00:00,129.65,1985-02-05,00:00:00,1985,02,05
912,1985-02-06 00:00:00,129.76,1985-02-06,00:00:00,1985,02,06
