,Periodo,1.Dólar observado,fecha,hora,year,mes,dia
0,2000-01-01 00:00:00,,2000-01-01,00:00:00,2000,01,01
1,2000-01-02 00:00:00,,2000-01-02,00:00:00,2000,01,02
2,2000-01-03 00:00:00,530.07,2000-01-03,00:00:00,2000,01,03
3,2000-01-04 00:00:00,527.28,2000-01-04,00:00:00,2000,01,04
4,2000-01-05 00:00:00,529.08,2000-01-05,00:00:00,2000,01,05
5,2000-01-06 00:00:00,530.67,2000-01-06,00:00:00,2000,01,06
6,2000-01-07 00:00:00,527.76,2000-01-07,00:00:00,2000,01,07
7,2000-01-08 00:00:00,,2000-01-08,00:00:00,2000,01,08
8,2000-01-09 00:00:00,,2000-01-09,00:00:00,2000,01,09
9,2000-01-10 00:00:00,523.51,2000-01-10,00:00:00,2000,01,10
10,2000-01-11 00:00:00,521.66,2000-01-11,00:00:00,2000,01,11
11,2000-01-12 00:00:00,519.79,2000-01-12,00:00:00,2000,01,12
12,2000-01-13 00:00:00,521.46,2000-01-13,00:00:00,2000,01,13
13,2000-01-14 00:00:00,517.08,2000-01-14,00:00:00,2000,01,14
14,2000-01-15 00:00:00,,2000-01-15,00:00:00,2000,01,15
15,2000-01-16 00:00:00,,2000-01-16,00:00:00,2000,01,16
16,2000-01-17 00:00:00,515.75,2000-01-17,00:00:00,2000,01,17
17,2000-01-18 00:00:00,516.56,2000-01-18,00:00:00,2000,01,18
18,2000-01-19 00:00:00,513.07,2000-01-19,00:00:00,2000,01,19
19,2000-01-20 00:00:00,516.07,2000-01-20,00:00:00,2000,01,20
20,2000-01-21 00:00:00,517.96,2000-01-21,00:00:00,2000,01,21
21,2000-01-22 00:00:00,,2000-01-22,00:00:00,2000,01,22
22,2000-01-23 00:00:00,,2000-01-23,00:00:00,2000,01,23
23,2000-01-24 00:00:00,518.29,2000-01-24,00:00:00,2000,01,24
24,2000-01-25 00:00:00,515.67,2000-01-25,00:00:00,2000,01,25
25,2000-01-26 00:00:00,515.62,2000-01-26,00:00:00,2000,01,26
26,2000-01-27 00:00:00,516.55,2000-01-27,00:00:00,2000,01,27
27,2000-01-28 00:00:00,517.61,2000-01-28,00:00:00,2000,01,28
28,2000-01-29 00:00:00,,2000-01-29,00:00:00,2000,01,29
29,2000-01-30 00:00:00,,2000-01-30,00:00:00,2000,01,30
30,2000-01-31 00:00:00,517.89,2000-01-31,00:00:00,2000,01,31
31,2000-02-01 00:00:00,517.79,2000-02-01,00:00:00,2000,02,01
32,2000-02-02 00:00:00,518.58,2000-02-02,00:00:00,2000,02,02
33,2000-02-03 00:00:00,517.26,2000-02-03,00:00:00,2000,02,03
34,2000-02-04 00:00:00,514.06,2000-02-04,00:00:00,2000,02,04
35,2000-02-05 00:00:00,,2000-02-05,00:00:00,2000,02,05
36,2000-02-06 00:00:00,,2000-02-06,00:00:00,2000,02,06
37,2000-02-07 00:00:00,515.01,2000-02-07,00:00:00,2000,02,07
38,2000-02-08 00:00:00,514.49,2000-02-08,00:00:00,2000,02,08
39,2000-02-09 00:00:00,514.73,2000-02-09,00:00:00,2000,02,09
40,2000-02-10 00:00:00,514.5,2000-02-10,00:00:00,2000,02,10
41,2000-02-11 00:00:00,515.72,2000-02-11,00:00:00,2000,02,11
42,2000-02-12 00:00:00,,2000-02-12,00:00:00,2000,02,12
43,2000-02-13 00:00:00,,2000-02-13,00:00:00,2000,02,13
44,2000-02-14 00:00:00,515.43,2000-02-14,00:00:00,2000,02,14
45,2000-02-15 00:00:00,514.8,2000-02-15,00:00:00,2000,02,15
46,2000-02-16 00:00:00,514.38,2000-02-16,00:00:00,2000,02,16
47,2000-02-17 00:00:00,513.08,2000-02-17,00:00:00,2000,02,17
48,2000-02-18 00:00:00,511.64,2000-02-18,00:00:00,2000,02,18
49,2000-02-19 00:00:00,,2000-02-19,00:00:00,2000,02,19
50,2000-02-20 00:00:00,,2000-02-20,00:00:00,2000,02,20
51,2000-02-21 00:00:00,511.7,2000-02-21,00:00:00,2000,02,21
52,2000-02-22 00:00:00,511.31,2000-02-22,00:00:00,2000,02,22
53,2000-02-23 00:00:00,509.28,2000-02-23,00:00:00,2000,02,23
54,2000-02-24 00:00:00,508.12,2000-02-24,00:00:00,2000,02,24
55,2000-02-25 00:00:00,506.69,2000-02-25,00:00:00,2000,02,25
56,2000-02-26 00:00:00,,2000-02-26,00:00:00,2000,02,26
57,2000-02-27 00:00:00,,2000-02-27,00:00:00,2000,02,27
58,2000-02-28 00:00:00,507.32,2000-02-28,00:00:00,2000,02,28
59,2000-02-29 00:00:00,503.98,2000-02-29,00:00:00,2000,02,29
60,2000-03-01 00:00:00,501.36,2000-03-01,00:00:00,2000,03,01
61,2000-03-02 00:00:00,503.15,2000-03-02,00:00:00,2000,03,02
62,2000-03-03 00:00:00,502.83,2000-03-03,00:00:00,2000,03,03
63,2000-03-04 00:00:00,,2000-03-04,00:00:00,2000,03,04
64,2000-03-05 00:00:00,,2000-03-05,00:00:00,2000,03,05
65,2000-03-06 00:00:00,503.61,2000-03-06,00:00:00,2000,03,06
66,2000-03-07 00:00:00,503.13,2000-03-07,00:00:00,2000,03,07
67,2000-03-08 00:00:00,505.33,2000-03-08,00:00:00,2000,03,08
68,2000-03-09 00:00:00,507.33,2000-03-09,00:00:00,2000,03,09
69,2000-03-10 00:00:00,505.63,2000-03-10,00:00:00,2000,03,10
70,2000-03-11 00:00:00,,2000-03-11,00:00:00,2000,03,11
71,2000-03-12 00:00:00,,2000-03-12,00:00:00,2000,03,12
72,2000-03-13 00:00:00,507.75,2000-03-13,00:00:00,2000,03,13
73,2000-03-14 00:00:00,507.65,2000-03-14,00:00:00,2000,03,14
74,2000-03-15 00:00:00,505.75,2000-03-15,00:00:00,2000,03,15
75,2000-03-16 00:00:00,506.78,2000-03-16,00:00:00,2000,03,16
76,2000-03-17 00:00:00,505.86,2000-03-17,00:00:00,2000,03,17
