,Periodo,1.Dólar observado,fecha,hora,year,mes,dia
730,2012-01-01 00:00:00,,2012-01-01,00:00:00,2012,01,01
731,2012-01-02 00:00:00,519.2,2012-01-02,00:00:00,2012,01,02
732,2012-01-03 00:00:00,518.2,2012-01-03,00:00:00,2012,01,03
733,2012-01-04 00:00:00,514.34,2012-01-04,00:00:00,2012,01,04
734,2012-01-05 00:00:00,512.23,2012-01-05,00:00:00,2012,01,05
735,2012-01-06 00:00:00,511.8,2012-01-06,00:00:00,2012,01,06
736,2012-01-07 00:00:00,,2012-01-07,00:00:00,2012,01,07
737,2012-01-08 00:00:00,,2012-01-08,00:00:00,2012,01,08
738,2012-01-09 00:00:00,509.54,2012-01-09,00:00:00,2012,01,09
739,2012-01-10 00:00:00,512.4,2012-01-10,00:00:00,2012,01,10
740,2012-01-11 00:00:00,508.76,2012-01-11,00:00:00,2012,01,11
741,2012-01-12 00:00:00,506.91,2012-01-12,00:00:00,2012,01,12
742,2012-01-13 00:00:00,501.47,2012-01-13,00:00:00,2012,01,13
743,2012-01-14 00:00:00,,2012-01-14,00:00:00,2012,01,14
744,2012-01-15 00:00:00,,2012-01-15,00:00:00,2012,01,15
745,2012-01-16 00:00:00,501.99,2012-01-16,00:00:00,2012,01,16
746,2012-01-17 00:00:00,500.99,2012-01-17,00:00:00,2012,01,17
747,2012-01-18 00:00:00,496.68,2012-01-18,00:00:00,2012,01,18
748,2012-01-19 00:00:00,497.05,2012-01-19,00:00:00,2012,01,19
749,2012-01-20 00:00:00,491.93,2012-01-20,00:00:00,2012,01,20
750,2012-01-21 00:00:00,,2012-01-21,00:00:00,2012,01,21
751,2012-01-22 00:00:00,,2012-01-22,00:00:00,2012,01,22
752,2012-01-23 00:00:00,491.59,2012-01-23,00:00:00,2012,01,23
753,2012-01-24 00:00:00,487.87,2012-01-24,00:00:00,2012,01,24
754,2012-01-25 00:00:00,492.96,2012-01-25,00:00:00,2012,01,25
755,2012-01-26 00:00:00,493.58,2012-01-26,00:00:00,2012,01,26
756,2012-01-27 00:00:00,485.64,2012-01-27,00:00:00,2012,01,27
757,2012-01-28 00:00:00,,2012-01-28,00:00:00,2012,01,28
758,2012-01-29 00:00:00,,2012-01-29,00:00:00,2012,01,29
759,2012-01-30 00:00:00,485.35,2012-01-30,00:00:00,2012,01,30
760,2012-01-31 00:00:00,488.99,2012-01-31,00:00:00,2012,01,31
761,2012-02-01 00:00:00,488.75,2012-02-01,00:00:00,2012,02,01
762,2012-02-02 00:00:00,487.73,2012-02-02,00:00:00,2012,02,02
763,2012-02-03 00:00:00,483.7,2012-02-03,00:00:00,2012,02,03
764,2012-02-04 00:00:00,,2012-02-04,00:00:00,2012,02,04
765,2012-02-05 00:00:00,,2012-02-05,00:00:00,2012,02,05
766,2012-02-06 00:00:00,478.64,2012-02-06,00:00:00,2012,02,06
767,2012-02-07 00:00:00,481.09,2012-02-07,00:00:00,2012,02,07
768,2012-02-08 00:00:00,479.98,2012-02-08,00:00:00,2012,02,08
769,2012-02-09 00:00:00,477.13,2012-02-09,00:00:00,2012,02,09
770,2012-02-10 00:00:00,475.29,2012-02-10,00:00:00,2012,02,10
771,2012-02-11 00:00:00,,2012-02-11,00:00:00,2012,02,11
772,2012-02-12 00:00:00,,2012-02-12,00:00:00,2012,02,12
773,2012-02-13 00:00:00,478.39,2012-02-13,00:00:00,2012,02,13
774,2012-02-14 00:00:00,478.2,2012-02-14,00:00:00,2012,02,14
775,2012-02-15 00:00:00,482.99,2012-02-15,00:00:00,2012,02,15
776,2012-02-16 00:00:00,482.75,2012-02-16,00:00:00,2012,02,16
777,2012-02-17 00:00:00,486.59,2012-02-17,00:00:00,2012,02,17
778,2012-02-18 00:00:00,,2012-02-18,00:00:00,2012,02,18
779,2012-02-19 00:00:00,,2012-02-19,00:00:00,2012,02,19
780,2012-02-20 00:00:00,483.94,2012-02-20,00:00:00,2012,02,20
781,2012-02-21 00:00:00,482.18,2012-02-21,00:00:00,2012,02,21
782,2012-02-22 00:00:00,481.5,2012-02-22,00:00:00,2012,02,22
783,2012-02-23 00:00:00,483.57,2012-02-23,00:00:00,2012,02,23
784,2012-02-24 00:00:00,481.08,2012-02-24,00:00:00,2012,02,24
785,2012-02-25 00:00:00,,2012-02-25,00:00:00,2012,02,25
786,2012-02-26 00:00:00,,2012-02-26,00:00:00,2012,02,26
787,2012-02-27 00:00:00,479.08,2012-02-27,00:00:00,2012,02,27
