,Periodo,1.Dólar observado,fecha,hora,year,mes,dia
2192,2006-01-01 00:00:00,,2006-01-01,00:00:00,2006,01,01
2193,2006-01-02 00:00:00,512.5,2006-01-02,00:00:00,2006,01,02
2194,2006-01-03 00:00:00,513.18,2006-01-03,00:00:00,2006,01,03
2195,2006-01-04 00:00:00,518.04,2006-01-04,00:00:00,2006,01,04
2196,2006-01-05 00:00:00,515.45,2006-01-05,00:00:00,2006,01,05
2197,2006-01-06 00:00:00,516.4,2006-01-06,00:00:00,2006,01,06
2198,2006-01-07 00:00:00,,2006-01-07,00:00:00,2006,01,07
2199,2006-01-08 00:00:00,,2006-01-08,00:00:00,2006,01,08
2200,2006-01-09 00:00:00,522.0,2006-01-09,00:00:00,2006,01,09
2201,2006-01-10 00:00:00,521.82,2006-01-10,00:00:00,2006,01,10
2202,2006-01-11 00:00:00,524.06,2006-01-11,00:00:00,2006,01,11
2203,2006-01-12 00:00:00,523.5,2006-01-12,00:00:00,2006,01,12
2204,2006-01-13 00:00:00,523.41,2006-01-13,00:00:00,2006,01,13
2205,2006-01-14 00:00:00,,2006-01-14,00:00:00,2006,01,14
2206,2006-01-15 00:00:00,,2006-01-15,00:00:00,2006,01,15
2207,2006-01-16 00:00:00,525.62,2006-01-16,00:00:00,2006,01,16
2208,2006-01-17 00:00:00,526.1,2006-01-17,00:00:00,2006,01,17
2209,2006-01-18 00:00:00,529.77,2006-01-18,00:00:00,2006,01,18
2210,2006-01-19 00:00:00,535.36,2006-01-19,00:00:00,2006,01,19
2211,2006-01-20 00:00:00,534.49,2006-01-20,00:00:00,2006,01,20
2212,2006-01-21 00:00:00,,2006-01-21,00:00:00,2006,01,21
2213,2006-01-22 00:00:00,,2006-01-22,00:00:00,2006,01,22
2214,2006-01-23 00:00:00,531.49,2006-01-23,00:00:00,2006,01,23
2215,2006-01-24 00:00:00,530.61,2006-01-24,00:00:00,2006,01,24
2216,2006-01-25 00:00:00,528.04,2006-01-25,00:00:00,2006,01,25
2217,2006-01-26 00:00:00,525.67,2006-01-26,00:00:00,2006,01,26
2218,2006-01-27 00:00:00,529.18,2006-01-27,00:00:00,2006,01,27
2219,2006-01-28 00:00:00,,2006-01-28,00:00:00,2006,01,28
2220,2006-01-29 00:00:00,,2006-01-29,00:00:00,2006,01,29
2221,2006-01-30 00:00:00,527.02,2006-01-30,00:00:00,2006,01,30
2222,2006-01-31 00:00:00,524.78,2006-01-31,00:00:00,2006,01,31
2223,2006-02-01 00:00:00,524.37,2006-02-01,00:00:00,2006,02,01
2224,2006-02-02 00:00:00,528.42,2006-02-02,00:00:00,2006,02,02
2225,2006-02-03 00:00:00,529.29,2006-02-03,00:00:00,2006,02,03
2226,2006-02-04 00:00:00,,2006-02-04,00:00:00,2006,02,04
2227,2006-02-05 00:00:00,,2006-02-05,00:00:00,2006,02,05
2228,2006-02-06 00:00:00,529.98,2006-02-06,00:00:00,2006,02,06
2229,2006-02-07 00:00:00,526.1,2006-02-07,00:00:00,2006,02,07
2230,2006-02-08 00:00:00,526.51,2006-02-08,00:00:00,2006,02,08
2231,2006-02-09 00:00:00,530.97,2006-02-09,00:00:00,2006,02,09
2232,2006-02-10 00:00:00,528.81,2006-02-10,00:00:00,2006,02,10
2233,2006-02-11 00:00:00,,2006-02-11,00:00:00,2006,02,11
2234,2006-02-12 00:00:00,,2006-02-12,00:00:00,2006,02,12
2235,2006-02-13 00:00:00,527.34,2006-02-13,00:00:00,2006,02,13
2236,2006-02-14 00:00:00,531.88,2006-02-14,00:00:00,2006,02,14
2237,2006-02-15 00:00:00,532.35,2006-02-15,00:00:00,2006,02,15
2238,2006-02-16 00:00:00,530.95,2006-02-16,00:00:00,2006,02,16
2239,2006-02-17 00:00:00,528.72,2006-02-17,00:00:00,2006,02,17
2240,2006-02-18 00:00:00,,2006-02-18,00:00:00,2006,02,18
2241,2006-02-19 00:00:00,,2006-02-19,00:00:00,2006,02,19
2242,2006-02-20 00:00:00,522.68,2006-02-20,00:00:00,2006,02,20
2243,2006-02-21 00:00:00,524.14,2006-02-21,00:00:00,2006,02,21
2244,2006-02-22 00:00:00,518.91,2006-02-22,00:00:00,2006,02,22
2245,2006-02-23 00:00:00,520.37,2006-02-23,00:00:00,2006,02,23
2246,2006-02-24 00:00:00,516.91,2006-02-24,00:00:00,2006,02,24
2247,2006-02-25 00:00:00,,2006-02-25,00:00:00,2006,02,25
2248,2006-02-26 00:00:00,,2006-02-26,00:00:00,2006,02,26
2249,2006-02-27 00:00:00,517.63,2006-02-27,00:00:00,2006,02,27
2250,2006-02-28 00:00:00,517.76,2006-02-28,00:00:00,2006,02,28
2251,2006-03-01 00:00:00,517.33,2006-03-01,00:00:00,2006,03,01
2252,2006-03-02 00:00:00,516.75,2006-03-02,00:00:00,2006,03,02
2253,2006-03-03 00:00:00,518.29,2006-03-03,00:00:00,2006,03,03
2254,2006-03-04 00:00:00,,2006-03-04,00:00:00,2006,03,04
2255,2006-03-05 00:00:00,,2006-03-05,00:00:00,2006,03,05
