,Periodo,1.Dólar observado,fecha,hora,year,mes,dia
2337,1989-01-01 00:00:00,,1989-01-01,00:00:00,1989,01,01
2338,1989-01-02 00:00:00,247.2,1989-01-02,00:00:00,1989,01,02
2339,1989-01-03 00:00:00,247.45,1989-01-03,00:00:00,1989,01,03
2340,1989-01-04 00:00:00,248.49,1989-01-04,00:00:00,1989,01,04
2341,1989-01-05 00:00:00,248.69,1989-01-05,00:00:00,1989,01,05
2342,1989-01-06 00:00:00,248.73,1989-01-06,00:00:00,1989,01,06
2343,1989-01-07 00:00:00,,1989-01-07,00:00:00,1989,01,07
2344,1989-01-08 00:00:00,,1989-01-08,00:00:00,1989,01,08
2345,1989-01-09 00:00:00,248.84,1989-01-09,00:00:00,1989,01,09
2346,1989-01-10 00:00:00,248.07,1989-01-10,00:00:00,1989,01,10
2347,1989-01-11 00:00:00,247.51,1989-01-11,00:00:00,1989,01,11
2348,1989-01-12 00:00:00,247.7,1989-01-12,00:00:00,1989,01,12
2349,1989-01-13 00:00:00,247.69,1989-01-13,00:00:00,1989,01,13
2350,1989-01-14 00:00:00,,1989-01-14,00:00:00,1989,01,14
2351,1989-01-15 00:00:00,,1989-01-15,00:00:00,1989,01,15
2352,1989-01-16 00:00:00,248.31,1989-01-16,00:00:00,1989,01,16
2353,1989-01-17 00:00:00,246.85,1989-01-17,00:00:00,1989,01,17
2354,1989-01-18 00:00:00,246.58,1989-01-18,00:00:00,1989,01,18
2355,1989-01-19 00:00:00,246.59,1989-01-19,00:00:00,1989,01,19
2356,1989-01-20 00:00:00,245.87,1989-01-20,00:00:00,1989,01,20
2357,1989-01-21 00:00:00,,1989-01-21,00:00:00,1989,01,21
2358,1989-01-22 00:00:00,,1989-01-22,00:00:00,1989,01,22
2359,1989-01-23 00:00:00,246.12,1989-01-23,00:00:00,1989,01,23
2360,1989-01-24 00:00:00,246.37,1989-01-24,00:00:00,1989,01,24
2361,1989-01-25 00:00:00,246.41,1989-01-25,00:00:00,1989,01,25
2362,1989-01-26 00:00:00,245.87,1989-01-26,00:00:00,1989,01,26
2363,1989-01-27 00:00:00,245.46,1989-01-27,00:00:00,1989,01,27
2364,1989-01-28 00:00:00,,1989-01-28,00:00:00,1989,01,28
2365,1989-01-29 00:00:00,,1989-01-29,00:00:00,1989,01,29
2366,1989-01-30 00:00:00,245.62,1989-01-30,00:00:00,1989,01,30
2367,1989-01-31 00:00:00,245.9,1989-01-31,00:00:00,1989,01,31
2368,1989-02-01 00:00:00,245.84,1989-02-01,00:00:00,1989,02,01
2369,1989-02-02 00:00:00,246.05,1989-02-02,00:00:00,1989,02,02
2370,1989-02-03 00:00:00,245.86,1989-02-03,00:00:00,1989,02,03
2371,1989-02-04 00:00:00,,1989-02-04,00:00:00,1989,02,04
2372,1989-02-05 00:00:00,,1989-02-05,00:00:00,1989,02,05
2373,1989-02-06 00:00:00,246.02,1989-02-06,00:00:00,1989,02,06
2374,1989-02-07 00:00:00,245.31,1989-02-07,00:00:00,1989,02,07
2375,1989-02-08 00:00:00,246.18,1989-02-08,00:00:00,1989,02,08
2376,1989-02-09 00:00:00,245.47,1989-02-09,00:00:00,1989,02,09
2377,1989-02-10 00:00:00,245.34,1989-02-10,00:00:00,1989,02,10
2378,1989-02-11 00:00:00,,1989-02-11,00:00:00,1989,02,11
2379,1989-02-12 00:00:00,,1989-02-12,00:00:00,1989,02,12
2380,1989-02-13 00:00:00,245.98,1989-02-13,00:00:00,1989,02,13
2381,1989-02-14 00:00:00,245.81,1989-02-14,00:00:00,1989,02,14
2382,1989-02-15 00:00:00,245.89,1989-02-15,00:00:00,1989,02,15
2383,1989-02-16 00:00:00,245.64,1989-02-16,00:00:00,1989,02,16
2384,1989-02-17 00:00:00,245.85,1989-02-17,00:00:00,1989,02,17
2385,1989-02-18 00:00:00,,1989-02-18,00:00:00,1989,02,18
2386,1989-02-19 00:00:00,,1989-02-19,00:00:00,1989,02,19
2387,1989-02-20 00:00:00,245.98,1989-02-20,00:00:00,1989,02,20
2388,1989-02-21 00:00:00,246.11,1989-02-21,00:00:00,1989,02,21
2389,1989-02-22 00:00:00,246.04,1989-02-22,00:00:00,1989,02,22
2390,1989-02-23 00:00:00,245.9,1989-02-23,00:00:00,1989,02,23
2391,1989-02-24 00:00:00,245.61,1989-02-24,00:00:00,1989,02,24
2392,1989-02-25 00:00:00,,1989-02-25,00:00:00,1989,02,25
2393,1989-02-26 00:00:00,,1989-02-26,00:00:00,1989,02,26
2394,1989-02-27 00:00:00,245.99,1989-02-27,00:00:00,1989,02,27
2395,1989-02-28 00:00:00,246.01,1989-02-28,00:00:00,1989,02,28
2396,1989-03-01 00:00:00,246.04,1989-03-01,00:00:00,1989,03,01
2397,1989-03-02 00:00:00,245.95,1989-03-02,00:00:00,1989,03,02
2398,1989-03-03 00:00:00,245.82,1989-03-03,00:00:00,1989,03,03
2399,1989-03-04 00:00:00,,1989-03-04,00:00:00,1989,03,04
2400,1989-03-05 00:00:00,,1989-03-05,00:00:00,1989,03,05
2401,1989-03-06 00:00:00,245.95,1989-03-06,00:00:00,1989,03,06
2402,1989-03-07 00:00:00,246.03,1989-03-07,00:00:00,1989,03,07
2403,1989-03-08 00:00:00,246.06,1989-03-08,00:00:00,1989,03,08
2404,1989-03-09 00:00:00,246.18,1989-03-09,00:00:00,1989,03,09
2405,1989-03-10 00:00:00,246.03,1989-03-10,00:00:00,1989,03,10
2406,1989-03-11 00:00:00,,1989-03-11,00:00:00,1989,03,11
2407,1989-03-12 00:00:00,,1989-03-12,00:00:00,1989,03,12
2408,1989-03-13 00:00:00,246.3,1989-03-13,00:00:00,1989,03,13
2409,1989-03-14 00:00:00,245.99,1989-03-14,00:00:00,1989,03,14
2410,1989-03-15 00:00:00,245.98,1989-03-15,00:00:00,1989,03,15
2411,1989-03-16 00:00:00,247.09,1989-03-16,00:00:00,1989,03,16
2412,1989-03-17 00:00:00,247.13,1989-03-17,00:00:00,1989,03,17
2413,1989-03-18 00:00:00,,1989-03-18,00:00:00,1989,03,18
2414,1989-03-19 00:00:00,,1989-03-19,00:00:00,1989,03,19
2415,1989-03-20 00:00:00,246.97,1989-03-20,00:00:00,1989,03,20
2416,1989-03-21 00:00:00,250.0,1989-03-21,00:00:00,1989,03,21
2417,1989-03-22 00:00:00,255.04,1989-03-22,00:00:00,1989,03,22
2418,1989-03-23 00:00:00,256.22,1989-03-23,00:00:00,1989,03,23
2419,1989-03-24 00:00:00,,1989-03-24,00:00:00,1989,03,24
2420,1989-03-25 00:00:00,,1989-03-25,00:00:00,1989,03,25
2421,1989-03-26 00:00:00,,1989-03-26,00:00:00,1989,03,26
2422,1989-03-27 00:00:00,257.04,1989-03-27,00:00:00,1989,03,27
2423,1989-03-28 00:00:00,257.15,1989-03-28,00:00:00,1989,03,28
2424,1989-03-29 00:00:00,257.34,1989-03-29,00:00:00,1989,03,29
2425,1989-03-30 00:00:00,257.06,1989-03-30,00:00:00,1989,03,30
2426,1989-03-31 00:00:00,254.71,1989-03-31,00:00:00,1989,03,31
2427,1989-04-01 00:00:00,,1989-04-01,00:00:00,1989,04,01
2428,1989-04-02 00:00:00,,1989-04-02,00:00:00,1989,04,02
2429,1989-04-03 00:00:00,252.24,1989-04-03,00:00:00,1989,04,03
2430,1989-04-04 00:00:00,247.98,1989-04-04,00:00:00,1989,04,04
2431,1989-04-05 00:00:00,248.94,1989-04-05,00:00:00,1989,04,05
2432,1989-04-06 00:00:00,249.49,1989-04-06,00:00:00,1989,04,06
2433,1989-04-07 00:00:00,250.41,1989-04-07,00:00:00,1989,04,07
2434,1989-04-08 00:00:00,,1989-04-08,00:00:00,1989,04,08
2435,1989-04-09 00:00:00,,1989-04-09,00:00:00,1989,04,09
2436,1989-04-10 00:00:00,252.2,1989-04-10,00:00:00,1989,04,10
2437,1989-04-11 00:00:00,249.97,1989-04-11,00:00:00,1989,04,11
2438,1989-04-12 00:00:00,250.36,1989-04-12,00:00:00,1989,04,12
2439,1989-04-13 00:00:00,250.7,1989-04-13,00:00:00,1989,04,13
2440,1989-04-14 00:00:00,251.32,1989-04-14,00:00:00,1989,04,14
