,Periodo,1.Dólar observado,fecha,hora,year,mes,dia
1461,1994-01-01 00:00:00,,1994-01-01,00:00:00,1994,01,01
1462,1994-01-02 00:00:00,,1994-01-02,00:00:00,1994,01,02
1463,1994-01-03 00:00:00,428.47,1994-01-03,00:00:00,1994,01,03
1464,1994-01-04 00:00:00,429.1,1994-01-04,00:00:00,1994,01,04
1465,1994-01-05 00:00:00,431.08,1994-01-05,00:00:00,1994,01,05
1466,1994-01-06 00:00:00,431.68,1994-01-06,00:00:00,1994,01,06
1467,1994-01-07 00:00:00,430.62,1994-01-07,00:00:00,1994,01,07
1468,1994-01-08 00:00:00,,1994-01-08,00:00:00,1994,01,08
1469,1994-01-09 00:00:00,,1994-01-09,00:00:00,1994,01,09
1470,1994-01-10 00:00:00,429.63,1994-01-10,00:00:00,1994,01,10
1471,1994-01-11 00:00:00,429.59,1994-01-11,00:00:00,1994,01,11
1472,1994-01-12 00:00:00,428.93,1994-01-12,00:00:00,1994,01,12
1473,1994-01-13 00:00:00,429.08,1994-01-13,00:00:00,1994,01,13
1474,1994-01-14 00:00:00,430.13,1994-01-14,00:00:00,1994,01,14
1475,1994-01-15 00:00:00,,1994-01-15,00:00:00,1994,01,15
1476,1994-01-16 00:00:00,,1994-01-16,00:00:00,1994,01,16
1477,1994-01-17 00:00:00,430.14,1994-01-17,00:00:00,1994,01,17
1478,1994-01-18 00:00:00,430.27,1994-01-18,00:00:00,1994,01,18
1479,1994-01-19 00:00:00,430.6,1994-01-19,00:00:00,1994,01,19
1480,1994-01-20 00:00:00,430.68,1994-01-20,00:00:00,1994,01,20
1481,1994-01-21 00:00:00,430.95,1994-01-21,00:00:00,1994,01,21
1482,1994-01-22 00:00:00,,1994-01-22,00:00:00,1994,01,22
1483,1994-01-23 00:00:00,,1994-01-23,00:00:00,1994,01,23
1484,1994-01-24 00:00:00,432.78,1994-01-24,00:00:00,1994,01,24
1485,1994-01-25 00:00:00,433.69,1994-01-25,00:00:00,1994,01,25
1486,1994-01-26 00:00:00,431.32,1994-01-26,00:00:00,1994,01,26
1487,1994-01-27 00:00:00,430.02,1994-01-27,00:00:00,1994,01,27
1488,1994-01-28 00:00:00,429.94,1994-01-28,00:00:00,1994,01,28
1489,1994-01-29 00:00:00,,1994-01-29,00:00:00,1994,01,29
1490,1994-01-30 00:00:00,,1994-01-30,00:00:00,1994,01,30
1491,1994-01-31 00:00:00,430.65,1994-01-31,00:00:00,1994,01,31
1492,1994-02-01 00:00:00,431.04,1994-02-01,00:00:00,1994,02,01
1493,1994-02-02 00:00:00,430.99,1994-02-02,00:00:00,1994,02,02
1494,1994-02-03 00:00:00,430.04,1994-02-03,00:00:00,1994,02,03
1495,1994-02-04 00:00:00,429.24,1994-02-04,00:00:00,1994,02,04
1496,1994-02-05 00:00:00,,1994-02-05,00:00:00,1994,02,05
1497,1994-02-06 00:00:00,,1994-02-06,00:00:00,1994,02,06
1498,1994-02-07 00:00:00,429.48,1994-02-07,00:00:00,1994,02,07
1499,1994-02-08 00:00:00,429.14,1994-02-08,00:00:00,1994,02,08
1500,1994-02-09 00:00:00,428.89,1994-02-09,00:00:00,1994,02,09
1501,1994-02-10 00:00:00,427.72,1994-02-10,00:00:00,1994,02,10
1502,1994-02-11 00:00:00,427.06,1994-02-11,00:00:00,1994,02,11
1503,1994-02-12 00:00:00,,1994-02-12,00:00:00,1994,02,12
1504,1994-02-13 00:00:00,,1994-02-13,00:00:00,1994,02,13
1505,1994-02-14 00:00:00,428.54,1994-02-14,00:00:00,1994,02,14
1506,1994-02-15 00:00:00,428.92,1994-02-15,00:00:00,1994,02,15
1507,1994-02-16 00:00:00,428.47,1994-02-16,00:00:00,1994,02,16
1508,1994-02-17 00:00:00,427.63,1994-02-17,00:00:00,1994,02,17
1509,1994-02-18 00:00:00,427.44,1994-02-18,00:00:00,1994,02,18
1510,1994-02-19 00:00:00,,1994-02-19,00:00:00,1994,02,19
1511,1994-02-20 00:00:00,,1994-02-20,00:00:00,1994,02,20
1512,1994-02-21 00:00:00,427.81,1994-02-21,00:00:00,1994,02,21
1513,1994-02-22 00:00:00,427.13,1994-02-22,00:00:00,1994,02,22
1514,1994-02-23 00:00:00,427.71,1994-02-23,00:00:00,1994,02,23
1515,1994-02-24 00:00:00,428.68,1994-02-24,00:00:00,1994,02,24
1516,1994-02-25 00:00:00,428.43,1994-02-25,00:00:00,1994,02,25
1517,1994-02-26 00:00:00,,1994-02-26,00:00:00,1994,02,26
1518,1994-02-27 00:00:00,,1994-02-27,00:00:00,1994,02,27
1519,1994-02-28 00:00:00,429.47,1994-02-28,00:00:00,1994,02,28
1520,1994-03-01 00:00:00,429.38,1994-03-01,00:00:00,1994,03,01
