,Periodo,1.Dólar observado,fecha,hora,year,mes,dia
731,2002-01-01 00:00:00,,2002-01-01,00:00:00,2002,01,01
732,2002-01-02 00:00:00,654.79,2002-01-02,00:00:00,2002,01,02
733,2002-01-03 00:00:00,658.31,2002-01-03,00:00:00,2002,01,03
734,2002-01-04 00:00:00,648.69,2002-01-04,00:00:00,2002,01,04
735,2002-01-05 00:00:00,,2002-01-05,00:00:00,2002,01,05
736,2002-01-06 00:00:00,,2002-01-06,00:00:00,2002,01,06
737,2002-01-07 00:00:00,650.28,2002-01-07,00:00:00,2002,01,07
738,2002-01-08 00:00:00,654.63,2002-01-08,00:00:00,2002,01,08
739,2002-01-09 00:00:00,657.3,2002-01-09,00:00:00,2002,01,09
740,2002-01-10 00:00:00,667.71,2002-01-10,00:00:00,2002,01,10
741,2002-01-11 00:00:00,676.2,2002-01-11,00:00:00,2002,01,11
742,2002-01-12 00:00:00,,2002-01-12,00:00:00,2002,01,12
743,2002-01-13 00:00:00,,2002-01-13,00:00:00,2002,01,13
744,2002-01-14 00:00:00,683.11,2002-01-14,00:00:00,2002,01,14
745,2002-01-15 00:00:00,674.04,2002-01-15,00:00:00,2002,01,15
746,2002-01-16 00:00:00,663.97,2002-01-16,00:00:00,2002,01,16
747,2002-01-17 00:00:00,672.68,2002-01-17,00:00:00,2002,01,17
748,2002-01-18 00:00:00,666.76,2002-01-18,00:00:00,2002,01,18
749,2002-01-19 00:00:00,,2002-01-19,00:00:00,2002,01,19
750,2002-01-20 00:00:00,,2002-01-20,00:00:00,2002,01,20
751,2002-01-21 00:00:00,670.23,2002-01-21,00:00:00,2002,01,21
752,2002-01-22 00:00:00,670.37,2002-01-22,00:00:00,2002,01,22
753,2002-01-23 00:00:00,668.01,2002-01-23,00:00:00,2002,01,23
754,2002-01-24 00:00:00,668.46,2002-01-24,00:00:00,2002,01,24
755,2002-01-25 00:00:00,672.47,2002-01-25,00:00:00,2002,01,25
756,2002-01-26 00:00:00,,2002-01-26,00:00:00,2002,01,26
757,2002-01-27 00:00:00,,2002-01-27,00:00:00,2002,01,27
758,2002-01-28 00:00:00,671.31,2002-01-28,00:00:00,2002,01,28
759,2002-01-29 00:00:00,674.36,2002-01-29,00:00:00,2002,01,29
760,2002-01-30 00:00:00,678.33,2002-01-30,00:00:00,2002,01,30
761,2002-01-31 00:00:00,678.19,2002-01-31,00:00:00,2002,01,31
762,2002-02-01 00:00:00,676.23,2002-02-01,00:00:00,2002,02,01
763,2002-02-02 00:00:00,,2002-02-02,00:00:00,2002,02,02
764,2002-02-03 00:00:00,,2002-02-03,00:00:00,2002,02,03
765,2002-02-04 00:00:00,677.76,2002-02-04,00:00:00,2002,02,04
766,2002-02-05 00:00:00,684.38,2002-02-05,00:00:00,2002,02,05
767,2002-02-06 00:00:00,687.3,2002-02-06,00:00:00,2002,02,06
768,2002-02-07 00:00:00,687.29,2002-02-07,00:00:00,2002,02,07
769,2002-02-08 00:00:00,688.98,2002-02-08,00:00:00,2002,02,08
770,2002-02-09 00:00:00,,2002-02-09,00:00:00,2002,02,09
771,2002-02-10 00:00:00,,2002-02-10,00:00:00,2002,02,10
772,2002-02-11 00:00:00,686.25,2002-02-11,00:00:00,2002,02,11
773,2002-02-12 00:00:00,685.14,2002-02-12,00:00:00,2002,02,12
774,2002-02-13 00:00:00,681.05,2002-02-13,00:00:00,2002,02,13
775,2002-02-14 00:00:00,675.16,2002-02-14,00:00:00,2002,02,14
776,2002-02-15 00:00:00,675.78,2002-02-15,00:00:00,2002,02,15
777,2002-02-16 00:00:00,,2002-02-16,00:00:00,2002,02,16
778,2002-02-17 00:00:00,,2002-02-17,00:00:00,2002,02,17
