,Periodo,1.Dólar observado,fecha,hora,year,mes,dia
2557,2007-01-01 00:00:00,,2007-01-01,00:00:00,2007,01,01
2558,2007-01-02 00:00:00,532.39,2007-01-02,00:00:00,2007,01,02
2559,2007-01-03 00:00:00,534.42,2007-01-03,00:00:00,2007,01,03
2560,2007-01-04 00:00:00,538.22,2007-01-04,00:00:00,2007,01,04
2561,2007-01-05 00:00:00,540.69,2007-01-05,00:00:00,2007,01,05
2562,2007-01-06 00:00:00,,2007-01-06,00:00:00,2007,01,06
2563,2007-01-07 00:00:00,,2007-01-07,00:00:00,2007,01,07
2564,2007-01-08 00:00:00,540.41,2007-01-08,00:00:00,2007,01,08
2565,2007-01-09 00:00:00,543.15,2007-01-09,00:00:00,2007,01,09
2566,2007-01-10 00:00:00,542.27,2007-01-10,00:00:00,2007,01,10
2567,2007-01-11 00:00:00,543.29,2007-01-11,00:00:00,2007,01,11
2568,2007-01-12 00:00:00,538.27,2007-01-12,00:00:00,2007,01,12
2569,2007-01-13 00:00:00,,2007-01-13,00:00:00,2007,01,13
2570,2007-01-14 00:00:00,,2007-01-14,00:00:00,2007,01,14
2571,2007-01-15 00:00:00,539.74,2007-01-15,00:00:00,2007,01,15
2572,2007-01-16 00:00:00,540.38,2007-01-16,00:00:00,2007,01,16
2573,2007-01-17 00:00:00,542.59,2007-01-17,00:00:00,2007,01,17
2574,2007-01-18 00:00:00,542.75,2007-01-18,00:00:00,2007,01,18
2575,2007-01-19 00:00:00,540.98,2007-01-19,00:00:00,2007,01,19
2576,2007-01-20 00:00:00,,2007-01-20,00:00:00,2007,01,20
2577,2007-01-21 00:00:00,,2007-01-21,00:00:00,2007,01,21
2578,2007-01-22 00:00:00,541.54,2007-01-22,00:00:00,2007,01,22
2579,2007-01-23 00:00:00,540.1,2007-01-23,00:00:00,2007,01,23
2580,2007-01-24 00:00:00,540.84,2007-01-24,00:00:00,2007,01,24
2581,2007-01-25 00:00:00,539.05,2007-01-25,00:00:00,2007,01,25
2582,2007-01-26 00:00:00,538.88,2007-01-26,00:00:00,2007,01,26
2583,2007-01-27 00:00:00,,2007-01-27,00:00:00,2007,01,27
2584,2007-01-28 00:00:00,,2007-01-28,00:00:00,2007,01,28
2585,2007-01-29 00:00:00,542.12,2007-01-29,00:00:00,2007,01,29
2586,2007-01-30 00:00:00,543.96,2007-01-30,00:00:00,2007,01,30
2587,2007-01-31 00:00:00,545.18,2007-01-31,00:00:00,2007,01,31
2588,2007-02-01 00:00:00,544.49,2007-02-01,00:00:00,2007,02,01
2589,2007-02-02 00:00:00,543.07,2007-02-02,00:00:00,2007,02,02
2590,2007-02-03 00:00:00,,2007-02-03,00:00:00,2007,02,03
2591,2007-02-04 00:00:00,,2007-02-04,00:00:00,2007,02,04
